spec_code,Species,stock_code,MaxLengthTL_estimate,Troph_estimate,seTroph_estimate,a_estimate,sd_log10a_estimate,b_estimate,sd_b_estimate,K_estimate,ComDepthMin_estimate,ComDepthMax_estimate,DepthMin_estimate,DepthMax_estimate,PredPreyRatioMin_estimate,PredPreyRatioMax_estimate,TempPrefMin_estimate,TempPrefMean_estimate,TempPrefMax_estimate,FeedingPath_estimate,MaxLengthSL_estimate,to_matrix,mean_temp_matrix,Life_span_matrix,Generation_time_matrix,tm_matrix,E_matrix,Resilience_matrix,QB_matrix,BodyShapeI_morphdat,OperculumPresent_morphdat,LLinterrupted_morphdat,Notched_morphdat,DorsalSoftRaysMin_morphdat,DorsalSoftRaysMax_morphdat,Genus_species,FBname_species,Fresh_species,Brack_species,Saltwater_species,DemersPelag_species,AirBreathing_species,Vulnerability_species,PriceCateg_species,Dangerous_species,Electrogenic_species,PD50_species
5110,Dascyllus aruanus,5345,10,3.3499999046325684,0.4174000024795532,0.022387199103832245,0.0560000017285347,2.950000047683716,0.03550000116229057,0.6700000166893005,2,11,0,20,8.0702288860007,119.667034845107,24.9,28.4,29.3,pelagic,8.359999656677246,-0.4334936297896838,27,5.949490070343018,2.4379799365997314,1.7999999523162842,0.5,Medium; decline threshold 0.95,74.9,short and / or deep,-1,TRUE,0,11,13,Dascyllus,Whitetail dascyllus,0,0,1,reef-associated,WaterAssumed,26.39,unknown,harmless,no special ability,0.5005000233650208
5112,Dascyllus trimaculatus,5347,14,2.990000009536743,0.23999999463558197,0.034673698246479034,0.1080000028014183,2.930000066757202,0.06889999657869339,0.49000000953674316,5,28,0,55,13.4065368358308,537.740147945806,24.6,28,29,benthic,11.4399995803833,-0.4,25,5.699999809265137,2.2210099697113037,1.600000023841858,0.5,High; decline threshold 0.99,39.2,short and / or deep,-1,TRUE,0,14,16,Dascyllus,Threespot dascyllus,0,0,1,reef-associated,WaterAssumed,25.42,unknown,harmless,no special ability,0.5005000233650208
5126,Pomadasys commersonnii,5362,80,3.5299999713897705,0.210999995470047,0.019054599106311798,0.09950000047683716,2.940000057220459,0.0649000033736229,0.2800000011920929,5,25,0,49,5.59565851113803,91.3173167616881,22,26.8,27.9,benthic,65.31999969482422,-0.30398376590441184,27.200000762939453,6.838870048522949,2.1145501136779785,1.5351200103759766,0.5,High; decline threshold 0.99,5.9,fusiform / normal,0,FALSE,0,14,15,Pomadasys,Smallspotted grunter,0,1,1,reef-associated,WaterAssumed,34.02,medium,harmless,no special ability,0.5
5196,Cyclichthys orbicularis,5434,30,3.630000114440918,0.5899999737739563,0.04786299914121628,0.19900000095367432,2.819999933242798,0.1080000028014183,0.4399999976158142,26,87,9,170,4.74565379554636,184.770475276354,22.3,26.8,28.3,benthic,23.969999313354492,-0.37,25,6.400000095367432,1.8044999837875366,1.600000023841858,0.5,High; decline threshold 0.99,9.4,short and / or deep,0,FALSE,0,11,13,Cyclichthys,Birdbeak burrfish,0,0,1,reef-associated,WaterAssumed,28.12,unknown,harmless,no special ability,0.625
5344,Engyprosopon macrolepis,5583,16,3.5799999237060547,0.38999998569488525,0.008511380292475224,0.12099999934434891,3.009999990463257,0.07559999823570251,0.2800000011920929,12,47,3,91,7.4668972736236,264.657833020734,24.3,27.3,29.1,benthic,12.84000015258789,-0.7,25,10,3.8515899181365967,2.799999952316284,0.5,Medium; decline threshold 0.95,29,short and / or deep,-1,FALSE,0,76,85,Engyprosopon,Largescale dwarf flounder,0,0,1,demersal,WaterAssumed,33.59,very high,harmless,no special ability,0.5
5347,Sargocentron marisrubri,5586,22.329999923706055,3.5399999618530273,0.3199999928474426,0.01698240078985691,0.164000004529953,2.9600000381469727,0.08579999953508377,0.800000011920929,74,183,39,350,4.96157764054555,215.513386599622,21.3,23.2,25.8,benthic,18.299999237060547,-0.23,25,3.5,1.3278800249099731,1,0.5,High; decline threshold 0.99,12.7,fusiform / normal,-1,FALSE,-1,13,13,Sargocentron,Smooth dwarf monocle bream,0,0,1,demersal,WaterAssumed,17.11,high,harmless,no special ability,0.5
5348,Epinephelus fasciatus,5587,52,3.7200000286102295,0.41999998688697815,0.01148150023072958,0.023900000378489494,3.0399999618530273,0.011599999852478504,0.15000000596046448,20,45,4,160,6.11007531811504,71.7808228034251,24.5,28,29,benthic,44.11000061035156,-0.8693376219478179,27.5,18.6112003326416,5.710370063781738,4.296870231628418,0.5,Low; decline threshold 0.85,6.2,fusiform / normal,-1,FALSE,-1,15,17,Epinephelus,Blacktip grouper,0,1,1,reef-associated,WaterAssumed,54.05,high,reports of ciguatera poisoning,no special ability,0.5
5353,Epinephelus morrhua,5592,90,3.9700000286102295,0.6499999761581421,0.01288249995559454,0.10999999940395355,3.0399999618530273,0.06909999996423721,0.2199999988079071,112,215,80,370,4.59172845446632,55.8353781533746,14.2,19,23.1,pelagic,73.37000274658203,-0.6439287622550215,25,12.992400169372559,3.8775999546051025,3.023859977722168,0.5,Medium; decline threshold 0.95,6.1,fusiform / normal,-1,FALSE,0,14,15,Epinephelus,Comet grouper,0,0,1,reef-associated,WaterAssumed,42.81,very high,reports of ciguatera poisoning,no special ability,0.5
5354,Variola louti,5593,83,4.329999923706055,0.699999988079071,0.010715199634432793,0.020899999886751175,3.0399999618530273,0.013399999588727951,0.1899999976158142,15,141,3,300,5.57277546357501,38.3908318955797,20.1,27.2,28.9,benthic,60,-0.6898486414923557,29,14.3302001953125,4.331759929656982,3.2761499881744385,0.5,Medium; decline threshold 0.95,6.8,fusiform / normal,-1,FALSE,0,13,14,Variola,Yellow-edged lyretail,0,0,1,reef-associated,WaterAssumed,43.34,very high,reports of ciguatera poisoning,no special ability,0.75
5367,Epinephelus areolatus,5622,53,3.740000009536743,0.29899999499320984,0.01148150023072958,0.06199999898672104,2.9700000286102295,0.039000000804662704,0.20000000298023224,27,99,6,200,5.85327634697345,70.1784086023141,22.4,26.9,28.4,benthic,42.959999084472656,-1.2612148318082075,25,23.772199630737305,6.9494099617004395,5.64132022857666,0.5,Low; decline threshold 0.85,6.8,short and / or deep,-1,FALSE,0,15,17,Epinephelus,Areolate grouper,0,0,1,reef-associated,WaterAssumed,60.54,very high,harmless,no special ability,0.5
5368,Rhabdosargus sarba,5624,80,3.25,0.4699999988079071,0.019054599106311798,0.03790000081062317,2.9600000381469727,0.02370000071823597,0.33000001311302185,6,31,0,60,5.88677886651332,143.505229486775,21.9,28,29,benthic,66.62000274658203,-0.4441170958412861,25,8.64678955078125,2.531630039215088,2.076809883117676,0.5,High; decline threshold 0.99,6.4,short and / or deep,0,FALSE,0,12,13,Rhabdosargus,Goldlined seabream,0,1,1,reef-associated,WaterAssumed,36.48,very high,harmless,no special ability,0.5156000256538391
5374,Stegostoma tigrinum,5630,354,3.0999999046325684,0.4000000059604645,0.0038904501125216484,0.17100000381469727,3.119999885559082,0.09000000357627869,0.35890143183322826,5,30,0,90,7.88734736409687,942.921177888884,24.2,27.6,28.8,benthic,191.9600067138672,-0.71548593308463,25,20.934415379318818,7.284589191357715,4.1464454062747755,0.5,"Please enter values for K, tmax.",2.1,elongated,0,FALSE,0,4.35763806943976,4.3586232498791215,Stegostoma,Zebra shark,0,1,1,reef-associated,WaterAssumed,77.37,unknown,traumatogenic,electrosensing only,1.5
5388,Echidna nebulosa,5647,100,4.170000076293945,0.7099999785423279,3.3113101380877197e-4,0.09650000184774399,3.319999933242798,0.061500001698732376,0.12999999523162842,4,10,0,48,3.65040153397588,100.672398928609,24.9,28.4,29.3,pelagic,98.62999725341797,-0.94,25,22.100000381469727,7.067440032958984,4.699999809265137,0.5,Low; decline threshold 0.85,6.4,eel-like,-1,FALSE,0,0,0,Echidna,Starry moray,0,0,1,reef-associated,WaterAssumed,59.14,medium,harmless,no special ability,0.5001000165939331
5389,Echidna polyzona,5648,97.5999984741211,3.4700000286102295,0.39800000190734863,5.011869943700731e-4,0.09629999846220016,3.309999942779541,0.06239999830722809,0.14000000059604645,2,11,0,20,5.47026408598676,307.621854702729,25.2,28.4,29.3,benthic,80,-0.93,25,20.5,6.376160144805908,4.5,0.5,Low; decline threshold 0.85,7,eel-like,-1,FALSE,0,0,0,Echidna,Barred moray,0,0,1,reef-associated,WaterAssumed,60.14,medium,harmless,no special ability,0.5001000165939331
5391,Gymnothorax favagineus,5650,300,4.389999866485596,0.5099999904632568,3.388439945410937e-4,0.11299999803304672,3.2699999809265137,0.07020000368356705,0.05000000074505806,6,26,1,50,3.39556478279865,85.7958869133231,24.5,28.1,29.1,benthic,300,-1.88,25,58.099998474121094,20.688100814819336,10.699999809265137,0.5,Very low; decline threshold 0.70,2.8,eel-like,-1,FALSE,0,0,0,Gymnothorax,Laced moray,0,1,1,reef-associated,WaterAssumed,85.41,medium,reports of ciguatera poisoning,no special ability,0.5
5392,Gymnothorax flavimarginatus,5651,240,4.159999847412109,0.7200000286102295,3.548130043782294e-4,0.08560000360012054,3.359999895095825,0.05649999901652336,0.05999999865889549,16,73,0,150,3.43398739538436,89.8196689585335,23.7,27.8,29,benthic,237,-1.66,25,48.29999923706055,16.82229995727539,9.100000381469727,0.5,Low; decline threshold 0.85,3.1,eel-like,-1,FALSE,0,0,0,Gymnothorax,Yellow-edged moray,0,0,1,reef-associated,WaterAssumed,83.93,medium,reports of ciguatera poisoning,no special ability,0.5
5396,Gymnothorax rueppelliae,5655,80,4.010000228881836,0.6899999976158142,3.388439945410937e-4,0.08889999985694885,3.319999933242798,0.059300001710653305,0.17000000178813934,4,21,0,40,3.59884961218402,98.4881186207502,24.9,27.7,28.9,benthic,79.06999969482422,-0.76,25,16.899999618530273,5.256840229034424,3.700000047683716,0.5,Medium; decline threshold 0.95,8,eel-like,-1,FALSE,0,0,0,Gymnothorax,Banded moray,0,1,1,reef-associated,WaterAssumed,53.25,medium,harmless,no special ability,0.5
5398,Synodus variegatus,5657,40,4.199999809265137,0.527999997138977,0.0053703198209404945,0.04800000041723251,3.1700000762939453,0.023099999874830246,0.4300000071525574,5,60,0,121,3.41168099670232,87.781415273917,24.2,27.8,29,pelagic,36.79999923706055,-0.3853078051648311,27,6.591440200805664,1.8216400146484375,1.7011499404907227,0.5,High; decline threshold 0.99,10.2,elongated,-1,FALSE,0,10,14,Synodus,Variegated lizardfish,0,0,1,reef-associated,WaterAssumed,29.57,medium,harmless,no special ability,0.5
5399,Taeniura lymma,5658,199.6699981689453,3.7699999809265137,0.44999998807907104,0.010964799672365189,0.2540000081062317,3.109999895095825,0.13099999725818634,0.5909245929134457,2,11,0,20,0.600380344124236,135.921004293744,25.5,28.6,29.3,benthic,163.72999572753906,-0.38742697563217215,25,6.152211501215629,2.0025387389108533,1.6498442724999332,0.5,"Please enter values for K, tmax.",5.4,other,0,FALSE,0,26.296453832730137,28.759674312257076,Taeniura,Ribbontail stingray,0,0,1,reef-associated,WaterAssumed,90,low,venomous,no special ability,0.75
5400,Urogymnus asperrimus,5659,199.6699981689453,3.4800000190734863,0.46000000834465027,0.010232900269329548,0.16500000655651093,3.059999942779541,0.09969999641180038,0.5813258692211621,37,111,15,217,0.659094205317361,164.399426628579,25.4,28.5,29.3,benthic,163.72999572753906,-0.6039830183656412,25,11.3809944150005,3.445411283733947,2.2895752955621558,0.5,"Please enter values for K, tmax.",3.6,other,0,FALSE,0,5.887046712772731,5.395542251347817,Urogymnus,Porcupine whipray,0,1,1,reef-associated,WaterAssumed,90,low,traumatogenic,no special ability,0.5156000256538391
5402,Abantennarius coccineus,5661,13,4.199999809265137,0.7300000190734863,0.026915300637483597,0.20999999344348907,2.9600000381469727,0.11500000208616257,0.9592730203960911,16,30,10,75,3.41168099670232,87.781415273917,24.2,27.7,29,pelagic,10.880000114440918,-0.3870614435004076,25,3.4668082231119324,1.7303616439211562,1.3741608885158911,0.5,"Please enter values for K, tmax.",15.6,short and / or deep,-1,FALSE,-1,12,13,Abantennarius,Scarlet frogfish,0,0,1,reef-associated,WaterAssumed,10,unknown,harmless,no special ability,0.5019999742507935
5403,Abantennarius nummifer,5662,13,4.199999809265137,0.7300000190734863,0.026915300637483597,0.20999999344348907,2.9600000381469727,0.11500000208616257,0.9043024535446544,19,20,0,293,3.41168099670232,87.781415273917,24.2,28.2,29,pelagic,9.220000267028809,-0.39586565785265926,17,3.8330364797005134,1.72827302633682,1.3722689456099164,0.5,"Please enter values for K, tmax.",10.3,short and / or deep,-1,FALSE,-1,12,13,Abantennarius,Spotfin frogfish,0,0,1,reef-associated,WaterAssumed,10,unknown,harmless,no special ability,0.5019999742507935
5404,Hemiramphus far,5663,45,2.690000057220459,0.30000001192092896,0.0038018899504095316,0.05900000035762787,3.0799999237060547,0.0284000001847744,0.5699999928474426,0,4,0,6,10.4478740090275,1798.55723967482,24.7,28.5,29.3,pelagic,40.18000030517578,-0.1894870969878458,17,3.977180004119873,1.1717900037765503,1,0.5,Medium; decline threshold 0.95,5.4,elongated,-1,FALSE,0,12,15,Hemiramphus,Black-barred halfbeak,0,1,1,reef-associated,WaterAssumed,23.6,medium,harmless,no special ability,0.5009999871253967
5408,Myripristis murdjan,5667,60,3.390000104904175,0.1340000033378601,0.017782799899578094,0.11100000143051147,3.069999933242798,0.07050000131130219,0.3199999928474426,6,26,1,50,5.86920747660472,394.045459388404,24.7,28,29,pelagic,47.810001373291016,-0.42,27,9,2.7162299156188965,2.0999999046325684,0.5,High; decline threshold 0.99,4.9,fusiform / normal,-1,FALSE,0,13,15,Myripristis,Pinecone soldierfish,0,0,1,reef-associated,WaterAssumed,35.47,medium,reports of ciguatera poisoning,no special ability,0.5
5425,Arothron hispidus,5687,50,3.4200000762939453,0.47999998927116394,0.039810698479413986,0.10999999940395355,2.819999933242798,0.06809999793767929,0.3400000035762787,6,26,1,50,5.71618360500007,359.867962125841,23.7,27.7,29,benthic,42.060001373291016,-0.42,25,8.399999618530273,2.495110034942627,2,0.5,High; decline threshold 0.99,19.7,short and / or deep,-1,FALSE,0,10,11,Arothron,White-spotted puffer,0,1,1,reef-associated,WaterAssumed,34.01,very high,poisonous to eat,no special ability,0.5
5444,Fistularia commersonii,5709,160,4.260000228881836,0.6600000262260437,9.772370103746653e-4,0.07000000029802322,3.0299999713897705,0.04399999976158142,0.49000000953674316,14,64,0,132,3.38924982350227,84.8200416784652,22,27.5,28.9,pelagic,136.6999969482422,-0.23626643157013702,25,5.8489298820495605,2.0202200412750244,1.2602699995040894,0.5,High; decline threshold 0.99,8.4,elongated,-1,FALSE,0,14,17,Fistularia,Bluespotted cornetfish,0,0,1,reef-associated,WaterAssumed,42.15,unknown,reports of ciguatera poisoning,no special ability,0.625
4659,Diodon holocanthus,5717,50,3.8499999046325684,0.17000000178813934,0.0588844008743763,0.15700000524520874,2.799999952316284,0.094200000166893,0.5199999809265137,2,35,2,200,3.95488867551252,114.827597109913,21.5,27.3,29,benthic,43.2400016784668,-0.31298846084678367,27,5.456240177154541,1.5169399976730347,1.4073200225830078,0.5,High; decline threshold 0.99,7.4,short and / or deep,0,FALSE,0,13,15,Diodon,Longspined porcupinefish,0,0,1,reef-associated,WaterAssumed,27.15,unknown,reports of ciguatera poisoning,no special ability,0.5313000082969666
5454,Centropyge bicolor,5724,15,2.9700000286102295,0.3400000035762787,0.02951209992170334,0.18199999630451202,2.890000104904175,0.09849999845027924,1.3200000524520874,3,14,1,25,9.23502645200459,299.813806335353,25,28.5,29.3,benthic,12.039999961853027,-0.16145196383540592,25,2.1112799644470215,0.8757299780845642,0.6647059917449951,0.5,High; decline threshold 0.99,47.7,short and / or deep,-1,FALSE,0,15,17,Centropyge,Bicolor angelfish,0,0,1,reef-associated,WaterAssumed,10.58,high,harmless,no special ability,0.5
5455,Cynoglossus bilineatus,5725,53.68000030517578,3.890000104904175,0.3199999928474426,0.003630779916420579,0.08630000054836273,3.119999885559082,0.059300001710653305,0.25999999046325684,55,189,10,400,5.80276692508575,214.125094698585,16.9,23.8,28,benthic,44,-0.57,25,11,3.1968300342559814,2.5999999046325684,0.5,Medium; decline threshold 0.95,8.7,elongated,0,FALSE,0,107,113,Cynoglossus,Fourlined tonguesole,0,1,1,demersal,WaterAssumed,46.09,very high,harmless,no special ability,0.5
5459,Labroides dimidiatus,5729,14,3.4600000381469727,0.4399999976158142,0.006025599781423807,0.12800000607967377,3.1600000858306885,0.08370000123977661,0.6700000166893005,1,30,0,100,7.75787112665003,100.878264089392,24.6,27.8,29,pelagic,11.670000076293945,-0.29,25,4.199999809265137,1.6268600225448608,1.2000000476837158,0.5,High; decline threshold 0.99,16,elongated,-1,FALSE,0,10,11,Labroides,Bluestreak cleaner wrasse,0,0,1,reef-associated,WaterAssumed,21.25,medium,harmless,no special ability,0.5038999915122986
5474,Antennarius striatus,5751,25,4.199999809265137,0.7300000190734863,0.026915300637483597,0.20999999344348907,2.9600000381469727,0.11500000208616257,0.5828971628294295,33,40,10,219,3.41168099670232,87.781415273917,18.2,27,28.6,pelagic,20.5,-0.528832036721979,17,6.719202392074265,2.557982097542362,2.062252138570052,0.5,"Please enter values for K, tmax.",6.9,short and / or deep,-1,FALSE,-1,11,12,Antennarius,Striated frogfish,0,1,1,reef-associated,WaterAssumed,13.16,unknown,harmless,no special ability,0.5001999735832214
5482,Cheilodipterus quinquelineatus,5757,13,3.890000104904175,0.4000000059604645,0.009999999776482582,0.10300000011920929,3.049999952316284,0.06769999861717224,0.7599999904632568,4,21,0,40,6.52087905156135,60.1747607491453,24.9,27.9,29,benthic,10.789999961853027,-0.26,25,3.700000047683716,1.454360008239746,1.100000023841858,0.5,High; decline threshold 0.99,14.1,fusiform / normal,0,FALSE,0,9,9,Cheilodipterus,Fiveline cardinalfish,0,0,1,reef-associated,WaterAssumed,18.38,high,harmless,no special ability,0.5
5485,Coris variegata,5760,20,3.5,0.3700000047683716,0.009772369638085365,0.16599999368190765,3.069999933242798,0.09030000120401382,0.47999998927116394,1,6,0,10,7.44555393069226,95.2320915949854,25.1,28.1,29.3,benthic,17.520000457763672,-0.38,25,5.900000095367432,2.188380002975464,1.600000023841858,0.5,High; decline threshold 0.99,12,fusiform / normal,-1,FALSE,0,11.028337495973183,11.635723866910979,Coris,Dapple coris,0,0,1,reef-associated,WaterAssumed,25.85,very high,harmless,no special ability,0.5
5497,Bodianus anthioides,5776,29.280000686645508,3.440000057220459,0.4399999976158142,0.010471300221979618,0.16500000655651093,3.0899999141693115,0.08980000019073486,0.3400000035762787,6,60,6,80,7.2549157286199,103.903707009912,24.4,27.6,28.9,benthic,24,-0.51,25,8.300000190734863,2.249619960784912,2.200000047683716,0.5,High; decline threshold 0.99,10.8,fusiform / normal,-1,FALSE,0,9,10,Bodianus,Lyretail hogfish,0,0,1,reef-associated,WaterAssumed,35.82,very high,harmless,no special ability,0.5
5498,Bodianus axillaris,5777,24.399999618530273,3.4200000762939453,0.44999998807907104,0.010471300221979618,0.16500000655651093,3.0899999141693115,0.08980000019073486,0.4000000059604645,2,40,2,100,7.45953226233614,107.08122617311,24.4,27.5,28.9,benthic,20,-0.45,25,7,2.632050037384033,1.899999976158142,0.5,High; decline threshold 0.99,12,fusiform / normal,-1,FALSE,0,9,10,Bodianus,Axilspot hogfish,0,0,1,reef-associated,WaterAssumed,31.9,very high,harmless,no special ability,0.5
5499,Bodianus bimaculatus,5778,7.199999809265137,3.5199999809265137,0.49000000953674316,0.010471300221979618,0.16500000655651093,3.0899999141693115,0.08980000019073486,1.25,30,60,30,100,7.84990363878497,92.5934389776247,24.6,27.3,28.3,benthic,5.900000095367432,-0.19,25,2.200000047683716,0.999101996421814,0.800000011920929,0.5,High; decline threshold 0.99,25.2,fusiform / normal,-1,FALSE,0,9,10,Bodianus,Twospot hogfish,0,0,1,reef-associated,WaterAssumed,11.03,very high,harmless,no special ability,0.5
5500,Bodianus diana,5779,20.6200008392334,3.880000114440918,0.33000001311302185,0.010471300221979618,0.16500000655651093,3.0899999141693115,0.08980000019073486,0.4699999988079071,6,25,6,80,7.62396597301046,110.427085306918,24.9,27.3,29,benthic,16.899999618530273,-0.4,25,6,2.271399974822998,1.7000000476837158,0.5,High; decline threshold 0.99,13.3,fusiform / normal,0,FALSE,0,10,10,Bodianus,Diana's hogfish,0,0,1,reef-associated,WaterAssumed,28.24,very high,harmless,no special ability,0.5
5503,Rhynchobatus djiddensis,5792,310,3.5999999046325684,0.5799999833106995,0.003630779916420579,0.17900000512599945,3.109999895095825,0.10499999672174454,1.0521457110050099,8,38,1,75,4.87395181318064,202.394589823411,24.5,27.1,29.3,benthic,277.17999267578125,-0.40812240110650583,25,7.716987732041472,2.49701560085599,1.8947059639737212,0.5,"Please enter values for K, tmax.",2.7,elongated,0,FALSE,0,23.9780701161675,27.568308300817698,Rhynchobatus,Giant guitarfish,0,1,1,reef-associated,WaterAssumed,75.76,high,harmless,electrosensing only,0.5023999810218811
5507,Himantura uarnak,5796,410,3.5999999046325684,0.5899999737739563,0.02137959934771061,0.13699999451637268,3.140000104904175,0.09019999951124191,0.5761606490590736,23,36,20,50,0.585938744981547,139.468374185975,24.2,27.8,28.6,benthic,336.20001220703125,-0.4493798211113685,17,7.149510886462947,2.4201027151318306,1.925574495759284,0.5,"Please enter values for K, tmax.",1.6,other,0,FALSE,0,0,0,Himantura,Honeycomb stingray,0,1,1,demersal,WaterAssumed,90,low,traumatogenic,no special ability,0.5001999735832214
5512,Elops machnata,5801,130.97999572753906,3.9700000286102295,0.3140000104904175,0.006918310187757015,0.05860000103712082,2.990000009536743,0.03929999843239784,0.6224958020738893,22,95,0,200,1.61922151120237,13.1026954364627,20.7,26.9,28.4,benthic,107.4000015258789,-0.3543911501225169,25,7.494540350394346,2.4794909186059746,1.7697927110513938,0.5,"Please enter values for K, tmax.",4.2,elongated,-1,FALSE,0,20,27,Elops,Tenpounder,0,1,1,pelagic-neritic,WaterAssumed,65.39,unknown,harmless,no special ability,0.5175999999046326
5524,Epinephelus chlorostigma,5813,80,3.990000009536743,0.6700000166893005,0.010964799672365189,0.029600000008940697,3.0399999618530273,0.012400000356137753,0.12999999523162842,37,142,4,300,4.78464266513109,54.8106501435774,19.1,25.8,28.2,benthic,63.68000030517578,-0.8170771101271554,28.5,17.14699935913086,5.21504020690918,3.8004300594329834,0.5,Medium; decline threshold 0.95,6.7,fusiform / normal,-1,FALSE,0,16,18,Epinephelus,Brownspotted grouper,0,0,1,reef-associated,WaterAssumed,51.04,very high,harmless,no special ability,0.5
5525,Epinephelus tukula,5814,200,4.099999904632568,0.6600000262260437,0.014454400166869164,0.1469999998807907,3.049999952316284,0.08089999854564667,0.12999999523162842,55,189,10,400,3.77983822988306,44.5369615488232,16.8,23.9,27.7,benthic,162.9600067138672,-0.9128990837203997,25,22.163999557495117,7.150889873504639,4.652760028839111,0.5,Low; decline threshold 0.85,4,fusiform / normal,-1,FALSE,-1,14,15,Epinephelus,Potato grouper,0,0,1,reef-associated,WaterAssumed,65.84,very high,harmless,no special ability,0.5
5526,Acanthopagrus berda,5815,90,3.5,0.41999998688697815,0.01819700002670288,0.0697999969124794,2.9700000286102295,0.02290000021457672,0.10000000149011612,12.578479641541918,40.98003500084459,5.252972499953951,50,5.44255969359489,95.2320915949854,21.6,27.8,29,benthic,73.5199966430664,-0.49135788322963236,26,12.008600234985352,3.812230110168457,2.5999999046325684,0.5,Low; decline threshold 0.85,4.5,short and / or deep,0,FALSE,0,10,13,Acanthopagrus,Goldsilk seabream,1,1,1,demersal,WaterAssumed,42.22,very high,harmless,no special ability,0.5
5537,Bolbometopon muricatum,5827,130,2.6700000762939453,0.4099999964237213,0.013489600270986557,0.11900000274181366,3.0199999809265137,0.07320000231266022,0.11999999731779099,4,21,0,40,12.7371848595744,857.74447613538,25.3,28.2,29.1,benthic,110.5,-1.2258457315517914,23,28.774200439453125,9.193829536437988,6.086130142211914,0.5,Low; decline threshold 0.85,12.3,fusiform / normal,-1,FALSE,0,10,10,Bolbometopon,Green humphead parrotfish,0,0,1,reef-associated,WaterAssumed,67.49,high,harmless,no special ability,1
5538,Cetoscarus bicolor,5828,61,2,0,0.01122019998729229,0.11900000274181366,3.0299999713897705,0.0723000019788742,0.3799999952316284,4,16,1,30,113.007715850664,7174.0628815569,24.9,27.9,29.1,benthic,50,-0.39423246388837363,26,7.61644983291626,2.2196500301361084,1.8748500347137451,0.5,High; decline threshold 0.99,17.1,fusiform / normal,-0.21752665019207107,FALSE,0,11.446997242963652,11.806322778722636,Cetoscarus,Bicolour parrotfish,0,0,1,reef-associated,WaterAssumed,33.69,high,harmless,no special ability,0.75
5546,Scarus frenatus,5836,47,2,0,0.01698240078985691,0.10700000077486038,3.0799999237060547,0.06849999725818634,0.8100000023841858,2,13,0,25,120.556306559358,7174.0628815569,24.7,28.2,29.3,benthic,36.06999969482422,-0.1964008643925566,26,3.5072999000549316,1.0234500169754028,0.8937190175056458,0.5,High; decline threshold 0.99,21.4,fusiform / normal,-1,FALSE,0,10,10,Scarus,Bridled parrotfish,0,0,1,reef-associated,WaterAssumed,22.52,high,harmless,no special ability,0.5
5548,Scarus ghobban,5838,75,2,0,0.014454400166869164,0.03920000046491623,3.0399999618530273,0.016899999231100082,0.14000000059604645,10,45,1,90,100.186377845629,7174.0628815569,24.5,28,29.1,benthic,58.61000061035156,-0.33,27,8.7609100341796875,2.7550699710845947,2,0.5,High; decline threshold 0.99,0,fusiform / normal,0,FALSE,0,10,10,Scarus,Blue-barred parrotfish,0,1,1,reef-associated,WaterAssumed,36.1,high,harmless,no special ability,0.5
5550,Scarus niger,5840,44.400001525878906,2,0,0.015488199889659882,0.043299999088048935,3.049999952316284,0.01759999990463257,0.5799999833106995,3,16,0,30,124.61977316706,7174.0628815569,24.9,28.3,29.3,benthic,36.61000061035156,-0.22593545846898225,25.799999237060547,3.940730094909668,1.110509991645813,1.0161800384521484,0.5,High; decline threshold 0.99,21.8,fusiform / normal,0,FALSE,0,10,10,Scarus,Dusky parrotfish,0,0,1,reef-associated,WaterAssumed,23.38,high,harmless,no special ability,0.5
5553,Scarus psittacus,5843,43,2,0,0.015135600231587887,0.03970000147819519,3.0399999618530273,0.016899999231100082,0.5099999904632568,4,14,2,25,128.233087624337,7174.0628815569,24.7,28.1,29,benthic,35.83000183105469,-0.28001656939754976,26.399999618530273,4.726659774780273,1.2935999631881714,1.2352299690246582,0.5,High; decline threshold 0.99,21.1,fusiform / normal,0,FALSE,0,10,10,Scarus,Common parrotfish,0,0,1,reef-associated,WaterAssumed,25.24,high,reports of ciguatera poisoning,no special ability,0.5
5555,Scarus rubroviolaceus,5845,70,2,0,0.014791100285947323,0.03959999978542328,3.049999952316284,0.01730000041425228,0.5299999713897705,4,19,1,36,108.614897949476,7174.0628815569,24.9,28.3,29.3,benthic,55.11000061035156,-0.24783958312211515,27,4.924570083618164,1.4486600160598755,1.1817699670791626,0.5,High; decline threshold 0.99,17.3,fusiform / normal,0,FALSE,0,10,10,Scarus,Ember parrotfish,0,0,1,reef-associated,WaterAssumed,29.54,high,harmless,no special ability,0.5
5556,Chlorurus sordidus,5846,40,2.619999885559082,0.28999999165534973,0.014125400222837925,0.034699998795986176,3.059999942779541,0.021199999377131462,0.5099999904632568,5,26,0,50,21.5556955428386,1024.57898228555,24.6,27.5,28.8,benthic,34.90999984741211,-0.3567780885227605,26.09999990463257,5.728409767150879,2.121229887008667,1.5459400415420532,0.5,High; decline threshold 0.99,26.4,fusiform / normal,-1,FALSE,0,10,10,Chlorurus,Daisy parrotfish,0,1,1,reef-associated,WaterAssumed,27.02,high,reports of ciguatera poisoning,no special ability,0.5
